country,url,title,timestamp,date,date_str,content,content_summary
bangladesh,https://www.indiatvnews.com/sports/cricket/sa-vs-ban-t20-world-cup-live-streaming-details-where-and-when-to-watch-south-africa-vs-bangladesh-date-time-venue-schedule-squads-2022-10-26-819060,"SA vs BAN, T20 World Cup Live Streaming: When and where to watch South Africa vs Bangladesh in India","October 26, 2022, 10:55 PM",2022-10-26,26-10-2022,"SA vs BAN, T20 World Cup Live Streaming: When and where to watch South Africa vs Bangladesh on TV, online in IndiaSouth Africa are set to lock horns with Bangladesh in the 22ndmatch of the T20 World Cup on Thursday. In their previous match, Bangladesh defeated Netherlands by 9 runs. On the other hand, the match between the Proteas and Zimbabwe was abandoned due to rain.   Here are all live streaming details: The match will be played on 27th October, Thursday. The match will be played at theSydney Cricket Ground, Sydney. The match will begin at 8:30 AMIST. The match will be broadcasted on Star Sports Network. The match will be live streamed on the Disney+Hotstar app. South Africa:Quinton de Kock, Temba Bavuma, Rilee Rossouw, Aiden Markram, David Miller, Tristan Stubbs, Wayne Parnell, Keshav Maharaj, Kagiso Rabada, Anrich Nortje, Lungi Ngidi, Tabraiz Shamsi, Marco Jansen, Reeza Hendricks, Heinrich Klaasen Bangladesh:Najmul Hossain Shanto, Soumya Sarkar, Litton Das, Shakib Al Hasan, Afif Hossain, Yasir Ali, Nurul Hasan, Mosaddek Hossain, Taskin Ahmed, Hasan Mahmud, Mustafizur Rahman, Ebadot Hossain, Shoriful Islam, Mehidy Hasan Miraz, Nasum Ahmed","South Africa vs Bangladesh live streaming details: When and Where to Watch SA vs BAN. Know the date, time, venue, channels and other details."
bangladesh,https://www.indiatvnews.com/sports/cricket/t20-world-cup-2022-bangladesh-register-historic-victory-defeat-netherlands-by-9-runs-match-report-2022-10-24-818564,"T20 World Cup 2022: Bangladesh register 'HISTORIC' victory, defeat Netherlands by 9 runs","October 24, 2022, 04:47 PM",2022-10-24,24-10-2022,"T20 World Cup 2022: The Super 12 stage in the ongoing T20 World Cup have been nothing short of spectacles that have showcased contrasting emotions. The contests are expected to intensify as the tournament progresses. The World Cup is being played across 7 Australian cities and will feature 45 matches. We were still in the hangover of India taking on Pakistan but when Bangladesh locked horns against Netherlands, nobody quite expected the match to pan out as it did.   In the 17th match, Netherlands won the toss and opted to bowl against Shakib Al Hasan and his troops. Najmul Hossain Shanto opened the proceedings for Bangladesh with his compatriot Soumya Sarkar. Both Shanto and Sarkar couldn't score much for their team and the first wicket for Bangladesh fell on 43 at the start of the 6th over. It was Afif Hossain who took the onus on himself to score runs for Bangladesh. He ended up scoring 38 off 27 deliveries. Paul van Meekeren and Bas de Leede were the wreakers-in-chief for the Dutch as they scalped a total of 4 wickets and conceded just 50 runs. Bangladesh somehow scored 144 at the end of their 20 overs.","T20 World Cup 2022: In the 17th match, Netherlands won the toss and opted to bowl against Shakib Al Hasan and his troops. Najmul Hossain Shanto opened the proceedings for Bangladesh with his compatriot Soumya Sarkar."
bangladesh,https://www.indiatvnews.com/sports/cricket/pak-vs-ban-t20i-tri-series-babar-azam-and-co-outclass-bangladesh-by-7-wickets-2022-10-13-815893,"PAK vs BAN, T20I tri-series: Babar Azam and co. outclass Bangladesh by 7 wickets","October 13, 2022, 01:55 PM",2022-10-13,13-10-2022,"PAK vs BAN, T20I tri-series: Led by Babar Azam, the Pakistan cricket team on Thursday defeated the Bangladesh side to end the league stage on a high note. The boys in green edged past the Bangla side at Hagley Oval, Christchurch as they chased down the target of 174 with 7 wickets in hand. For his firing knock of 45* off 20, Mohammad Rizwan was named the Player of the match. Notably, Pakistan had already qualified for the finals and are now set to face hosts New Zealand in the final clash.    Meanwhile, the Bangladesh side has been handed a fourth loss in the T20I tri-series and will go empty-handed. The Bangla side won the toss and opted to bat first. Openers Najmul Shanto and Soumya Sarkar went back cheaply, leaving the team in a bit of trouble. However, Litton Das and captain Shakib Al Hasan stabilised things and stitched an 88-run stand. In the end, the Bangla side finished at 173 runs. For Pakistan, Naseem Shah and Mohammad Wasim Jr scalped two wickets each while Nawaz also took a wicket. Coming out to bat, the Pakistan openers were right on the spot. Mohammad Rizwan and Babar Azam provided the team with a solid platform as they notched up a 100-run stand. The duo were separated by Hasan Mahmud in the 13th over when Babar Azam was caught by Shanto. Bangladesh inflicted a couple of more blows and pushed Pakistan to its limit, but then came Mohammad Nawaz. The left-handed batter took the bowlers to the cleaners. With his blistering knock of 45* off 20, Pakistan managed to win the contest on the penultimate ball. With this win, Bangladesh faced their fourth loss in the series and their win column stands blank.","PAK vs BAN, T20I tri-series: Pakistan cricket team defeated the Bangladesh side by 7 wickets in the final game of the league stage. The boys in green have won 3 matches of the league stage and will face New Zealand in the tri-series' final."
bangladesh,https://www.indiatvnews.com/sports/cricket/pak-vs-ban-6th-t20i-when-and-how-to-watch-pakistan-vs-bangladesh-t20i-in-india-pak-vs-ban-live-updates-2022-10-12-815617,PAK vs BAN 6th T20I: When and How to watch Pakistan vs Bangladesh T20I in India?,"October 12, 2022, 11:51 AM",2022-10-12,12-10-2022,"PAK vs BAN, 6thT20I Live Streaming Details: When and where to watch Pakistan vs Bangladesh on TV,onlinePakistan will be looking to test the depth of their squad on Thursday as they take on Bangladesh in the final league game of the tri-series. With Bangladesh already out of the tri-series contention for the final, the clash will be a dead-rubber as both teams will look to protect their key players ahead of the T20 World Cup. Ahead of the dead-rubber clash here is all you need to know about the live streaming details.   Image Source : GETTYMohammad Rizwan Here are all details about the PAK vs BAN: The 6th T20I matchbetween Pakistan vs Bangladesh will be played on Thursday, October 13th. The 6th T20I matchbetween Pakistan vs Bangladesh will be played at theHagley Oval in Christchurch. The 6th T20I matchbetween Pakistan vs Bangladesh will begin at 7:30 AM IST.​ The 6th T20I matchbetween Pakistan vs Bangladesh will be live streamed on Amazon Prime. Pakistan Squad:Babar Azam(c), Mohammad Rizwan(w), Shan Masood, Khushdil Shah, Iftikhar Ahmed, Asif Ali, Shadab Khan, Mohammad Wasim Jr, Naseem Shah, Shaheen Afridi, Haris Rauf, Mohammad Nawaz, Usman Qadir, Mohammad Hasnain, Haider Ali    Related StoriesIndia is strongest team on paper in Asia Cup, says Pakistan hockey coachYasir Shah recalled in Pakistan Test squad against Sri Lanka Misbah-ul-Haq, Younis Khan will be missed, says Pakistan's bowling coach BangladeshSquad:Litton Das, Sabbir Rahman, Najmul Hossain Shanto, Shakib Al Hasan(c), Yasir Ali, Nurul Hasan(w), Mehidy Hasan Miraz, Mohammad Saifuddin, Taskin Ahmed, Ebadot Hossain, Mustafizur Rahman, Mosaddek Hossain, Nasum Ahmed, Afif Hossain, Hasan Mahmud",PAK vs BAN 6th T20I: When and How to watch Pakistan vs Bangladesh T20I in India as Pakistan look to regain momentum ahead of final on Friday
bangladesh,https://www.indiatvnews.com/sports/cricket/ban-w-vs-uae-w-asia-cup-score-latest-updates-bangladesh-vs-uae-full-scorecard-ball-by-ball-commentary-playing-11-ban-w-vs-uae-w-highlights-2022-10-11-815279,"BAN-W vs UAE-W Asia Cup, Highlights: Match abandoned, Thailand advance to semifinal","October 11, 2022, 01:24 PM",2022-10-11,11-10-2022,"BAN-W vs UAE-W Asia Cup, Highlights: Match abandoned, Thailandadvance to semifinal​","BAN-W vs UAE-W Asia Cup, Highlights: Match abandoned, Thialand advance to semifinal"
bangladesh,https://www.indiatvnews.com/sports/cricket/pak-vs-ban-t20i-when-and-how-to-watch-pakistan-vs-bangladesh-t20i-in-india-pak-vs-ban-live-pak-vs-ban-2022-new-zealand-tri-series-2022-10-06-814211,PAK vs BAN T20I: When and How to watch Pakistan vs Bangladesh T20I in India?,"October 10, 2022, 12:13 PM",2022-10-10,10-10-2022,"PAK vs BAN, T20I Live Streaming Details: When and where to watch Pakistan vs Bangladesh on TV,onlineAfter a disappointing defeat in the T20I series against England, Pakistan will look to bounce back as they get into the final stage of their preparation for the World Cup. They will face Bangladesh in the tri-series curtain-raiser while New Zealand await them in two days. Ahead of the clash, here is when and how you can watch the first T20I between Pakistan and Bangladesh.   Image Source : GETTYMohammad Rizwan Here are all details about the PAK vs BAN: The T20matchbetween Pakistan vs Bangladesh will be played on Friday, October 7th. The T20matchbetween Pakistan vs Bangladesh will be played at theHagley Oval in Christchurch. The T20matchbetween Pakistan vs Bangladesh will begin at 7:30 AM IST.​ The T20matchbetween Pakistan vs Bangladesh will be live streamed on the Fancode app. Pakistan Squad:Babar Azam(c), Mohammad Rizwan(w), Shan Masood, Khushdil Shah, Iftikhar Ahmed, Asif Ali, Shadab Khan, Mohammad Wasim Jr, Naseem Shah, Shaheen Afridi, Haris Rauf, Mohammad Nawaz, Usman Qadir, Mohammad Hasnain, Haider Ali BangladeshSquad:Litton Das, Sabbir Rahman, Najmul Hossain Shanto, Shakib Al Hasan(c), Yasir Ali, Nurul Hasan(w), Mehidy Hasan Miraz, Mohammad Saifuddin, Taskin Ahmed, Ebadot Hossain, Mustafizur Rahman, Mosaddek Hossain, Nasum Ahmed, Afif Hossain, Hasan Mahmud",PAK vs BAN 1st T20I: When and How to watch Pakistan vs Bangladesh 1st T20I as both teams clash before the T20 World Cup in tri series
bangladesh,https://www.indiatvnews.com/news/world/bangladesh-kali-temple-idol-vandalised-jhenaidah-dautiya-village-case-lodged-2022-10-08-814635,Bangladesh: Idol at Kali temple vandalised in Jhenaidah; case lodged ,"October 08, 2022, 01:29 PM",2022-10-08,8-10-2022,"Bangladesh: The idol of a deity was vandalised at a Hindu temple in Bangladesh's Jhenaidah, prompting police to launch a manhunt for the vandals, local media reported.   Local news reported an idol at the Kali temple in Dautiya village was found broken into pieces by the authorities on Friday morning. According to Amit Kumar Burman, the district's Assistant Superintendent of Police, a case had been lodged and investigations began on Thursday. Sukumar said miscreants broke into the temple under the cover of night and vandalised the idol. The idol's head was found dumped on the road half a kilometre away from the temple, according to the news reports. This incident comes a day after the 10-day annual Durga Puja festivities in Bangladesh came to an end with the immersion of idols on the auspicious day of Vijayadashami or Dusshera. However, this is not the first incident of vandalism in a temple. On March 17, this year, the ISKCON Radhakanta Jeev temple in Dhaka was vandalized and idols were taken away. Several devotees also were also reportedly beaten up by the vandals. Amani Krishna Das, the public relations officer of ISKCON temple said, ""More than 200 terrorists led by Haji Shafiullah attacked, vandalized and looted the ISKCON Radhakanta temple at 222, Lal Mohan Saha Street in Wari."" ""The miscreants attempted to break the security wall of the temple,"" the ISKON official said. On October 16, 2021, a temple in Noakhali city in Bangladesh was vandalised and a devotee was killed by a mob, ISKON officials said. (With inputs from ANI) Also Read |Bangladesh: 140 million without power as grid failure causes widespread blackouts",Bangladesh: Local news reported an idol at the Kali temple in Dautiya village was found broken into pieces by the authorities on Friday morning. 
bangladesh,https://www.indiatvnews.com/sports/cricket/live-ban-vs-pak-latest-updates-series-win-up-for-grabs-in-this-triple-threat-contest-babar-azam-kane-williamson-pakistan-bangladesh-score-playing-11-2022-10-07-814326,"BAN vs PAK, 1st Match, Highlights: Pakistan win by 21 runs","October 07, 2022, 11:54 AM",2022-10-07,7-10-2022,"BAN vs PAK, 1st Match, Highlights: Pakistan win by 21 runs","BAN vs PAK, 1st Match: Highlights"
bangladesh,https://www.indiatvnews.com/news/world/bangladesh-power-crisis-140-million-without-electricity-grid-failure-causes-widespread-blackouts-updates-2022-10-04-813694,Bangladesh: 140 million without power as grid failure causes widespread blackouts,"October 04, 2022, 06:54 PM",2022-10-04,4-10-2022,"Bangladesh: A failure in Bangladesh’s national power grid plunged much of the country into a blackout on Tuesday, officials said. At least 140 million people were out of power Tuesday afternoon.   Officials of the state-run Bangladesh Power Development Board said that power transmission failed somewhere in the eastern part of the country. All power plants tripped and electricity was cut in the capital, Dhaka, and other big cities, said Shameem Hasan, a power department spokesman. Engineers were trying to determine where and why the glitches happened and it could take hours to restore the system, he said. Bangladesh’s recent impressive economic growth has been threatened by power shortages since the government suspended operations of all diesel-run power plants to reduce costs for imports as prices have soared. The diesel-run power plants produced about 6% of Bangladesh’s power generation, so their shutdowns cut output by up to 1500 megawatts. Earlier this month, Faruque Hassan, president of Bangladesh Garment Manufacturers and Exporters Association, said that the situation is so serious that garment factories are without power now for around 4 to 10 hours a day. Bangladesh is the world’s second-largest garment exporter after China, and it earns more than 80% of its total foreign currency from exports of garment products each year. Last month, the Asian Development Bank said in a report that Bangladesh’s economic growth would slow to 6.6% from its previous forecast of 7.1% in the current fiscal year.    Related StoriesAsia Cup 2022: Bangladesh lose advantage in the final moments of the game against Sri LankaIndia, Bangladesh ink first water sharing pact in 25 years; Sheikh Hasina flags TeestaT20 World Cup: Bangladesh announce 15-member squad for T20 World Cup, Mahmudullah droppedBangladesh: 24 killed, dozen missing after boat carrying Hindu devotees to temple capsizes  Weaker consumer spending due to sluggish export demand, domestic manufacturing constraints, and other factors are behind the slowdown, it said.","Bangladesh: A failure in Bangladesh’s national power grid plunged much of the country into a blackout on Tuesday, officials said."
bangladesh,https://www.indiatvnews.com/sports/cricket/road-safety-world-series-2022-brad-haddin-pulls-off-heroic-feat-australia-legends-defeat-bangladesh-legends-brad-haddin-shane-watson-2022-09-19-809483,"Road Safety World Series 2022: Brad Haddin pulls off heroic feat, Australia Legends defeat Bangladesh Legends","September 19, 2022, 09:44 AM",2022-09-19,19-9-2022,"Road Safety World Series 2022: Australian wicketkeeper-batsman Brad Haddin turned back the clock as he pulled off one miraculous heist against Bangladesh Legends leaving them stunned. The Road Safety World series which began on September 10, 2022, has brought in all the greats of the game under one roof. The ongoing tournament is a visual treat for cricket fans who can enjoy their favorites have a go at each other once again on the cricket field.   Australia Legends skipper Shane Watson won the toss and opted to bowl first, a trend that has gained a lot of popularity in the international arena too. Mehrab Hossain and Nazimuddin opened the proceedings for Bangladesh and they wanted to get off to a good start against the mighty Aussies. Dirk Nannes shortened Hossain's stay as he dismissed him in the very first over of the innings. On the other Brett Lee who was steaming in left Nazimuddin clueless and sent him packing for a golden duck. Bangladesh Legends were left reeling on 8/2, but matters got even worse. Aftab Ahmed, Alok Kapali, and Nazmus Sadat were dismissed in quick succession and they had almost no impact on the game. It was Elias Sunny's innings of 32 from 29 deliveries that provided some respite to Bangladesh. Shane Watson-led Australia Legends were quite poor with the bowl as they ended up conceding 39 extras. Bangladesh Legends set a target of 158 for the Aussies to chase.",Road Safety World Series 2022: The Aussies required 21 off the last six deliveries but it was Brad Haddin's immaculate game sense and striking capability that helped his team sneak out of a tricky situation. Australia Legends won this game by 3 wickets.
bangladesh,https://www.indiatvnews.com/sports/cricket/t20-world-cup-bangladesh-announce-15-member-squad-for-t20-world-cup-former-skipper-mahmudullah-dropped-2022-09-14-808224,"T20 World Cup: Bangladesh announce 15-member squad for T20 World Cup, former skipper Mahmudullah dropped","September 14, 2022, 05:08 PM",2022-09-14,14-9-2022,"Bangladesh have announced a 15-member squad for the upcoming T20 World Cup in Australia as the selectors made a bold move to keep out former skipper Mahmudullah Riyad. Bangladesh who are placed in Group 2 of the T20 World Cup main draw will face India, Pakistan and South Africa along with two qualifier teams.   The Bangladesh Cricket Board (BCB) and its selection on Wednesday, September 14 announced a 15-member squad for the T20 World Cup. The selectors have also named four stand-by players for the tournament as left-hander Soumya Sarkar, leg-spinner Rishad Hossain and left-armer Shoriful Islam were given place. Mahmudullah who has been misfiring for the nation was expected to be dropped as some reports suggested before the selection committee meeting on Wednesday. In a bold statement, BCB chief Nazmul Hasan Papon said that Bangladesh are focussing on the next edition of the World Cup, not the upcoming one. The team will be led by Shakib Al Hasan, while they endured a tough time in the recently concluded Asia Cup T20. The side lost both of its matches in the group stage and faced elimination before the Super Four Stage. The selectors then didn't sit back and took a harsh decision by dropping the experienced Mahmudullah. After being sacked as the skipper in the Zimbabwe tour, Mahmudullah continued to feature in the team. However, the string of poor results and lack of runs eventually saw the former skipper face axe from the team. Bangladesh’s first match in the T20 World Cup is against a Qualifier on October 24 at Bellerive Oval in Hobart. While they will also face Asian counterparts India and Pakistan for the showpiece event. Bangladesh squad Shakib Al Hasan (C), Sabbir Rahman, Mehidy Hasan Miraz, Afif Hossain Dhrubo, Mosaddek Hossain Saikat, Liton Das, Yasir Ali Chowdhury, Nurul Hasan Sohan, Mustafizur Rahman, Mohammad Saifiddun, Nasum Ahmed, Hasan Mahmud, Najmul Hossain Shanto, Ebadot Hossain, Taskin Ahmed Standby Shoriful Islam, Rishad Hossain, Mahedi Hasan, Soumya Sarkar",T20 World Cup: Bangladesh have announced a 15-memebr squad for the upcoming T20 World Cup as former skipper Mahmudullah has been dropped
bangladesh,https://www.indiatvnews.com/news/india/india-bangladesh-ink-first-water-sharing-pact-in-25-years-sheikh-hasina-flags-teesta-2022-09-06-805945,"India, Bangladesh ink first water sharing pact in 25 years; Sheikh Hasina flags Teesta","September 06, 2022, 07:03 PM",2022-09-06,6-9-2022,"India and Bangladesh on Tuesday signed an interim water sharing agreement for Kushiyara river, the first such pact since the signing of the Ganga water treaty in 1996.   Bangladesh Prime Minister Sheikh Hasina noted that India and Bangladesh share 54 rivers and sought early conclusion of the Teesta water sharing agreement, which has been hanging fire for more than a decade due to opposition from West Bengal Chief Minister Mamata Banerjee. India and Bangladesh signed a memorandum of understanding on sharing of waters of Kushiyara river, a pact that will benefit people residing in southern Assam and the Sylhet division of Bangladesh. ""Today, we have signed an important agreement on sharing water of the Kushiyara river. This will benefit southern Assam in India and Sylhet region in Bangladesh,"" Modi told reporters after the talks with Hasina.  He said there were 54 rivers that pass through the Indo-Bangladesh border, and have been linked to the livelihood of the people of the two countries for centuries. ""These rivers, folk tales about them, folk songs, have also been witness to our shared cultural heritage,"" Modi said. Hasina shared the sentiments expressed by Modi and also stressed on the need to have water-sharing agreements for other rivers as well.  ""I recall that the two countries have resolved many issues in the spirit of friendship and cooperation. We hope that all outstanding issues, including Teesta water sharing agreement, will be concluded as an early date,"" Hasina said at a joint media interaction at the Hyderabad House. ""There are 54 rivers. As long as Prime Minister Modi is here, India and Bangladesh will resolve all these issues,"" she said. Modi also said he and Hasina had a fruitful conversation on enhancing cooperation in relation to flood mitigation.    Related StoriesRohingya migrants 'big burden' on Bangladesh, says PM Sheikh Hasina, feels India could helpBangladesh PM holds talks with PM Modi; both nations exchange agreements'To keep the spirit of 1971 alive, it is necessary to...': PM Modi after talks with Sheikh Hasina  ""India has been sharing flood-related data with Bangladesh on a real-time basis and we have also extended the period of data sharing,"" Modi said. Earlier, Hasina was accorded a ceremonial reception at the forecourt of the Rashtrapati Bhawan where Modi extended a warm welcome to her. She said the two nations were also working to develop stronger economic ties to fulfill the basic needs of the people of the two countries. ""Our main aim is to develop the economy and fulfill the basic needs of our people. With friendship you can solve any problem. So we always do that,"" Hasina said.  After the bilateral talks, Modi hosted a one-on-one lunch for the visiting dignitary at the Hyderabad House. India and Bangladesh had signed the Ganga water treaty in 1996 for sharing waters of the mighty river for a period of 30 years. The treaty was signed by the then prime minister H D Deve Gowda and Hasina.","Bangladesh Prime Minister Sheikh Hasina noted that India and Bangladesh share 54 rivers and sought early conclusion of the Teesta water sharing agreement, which has been hanging fire for more than a decade due to opposition from West Bengal Chief Minister Mamata Banerjee."
bangladesh,https://www.indiatvnews.com/sports/cricket/asia-cup-2022-bangladesh-lose-advantage-in-the-final-moments-of-the-game-against-sri-lanka-due-to-this-rule-read-2022-09-02-804865,Asia Cup 2022: Bangladesh lose advantage in the final moments of the game against Sri Lanka due to this rule,"September 02, 2022, 03:08 PM",2022-09-02,2-9-2022,"ICC Rules Asia Cup 2022: The group stage of the Asia Cup 2022 tournament is nearing its end and the Super 4 round will begin on Saturday. Owing to their loss against Sri Lanka, Bangladesh has now become the first team to crash out of the Asia Cup. In a virtual semi-final on September 9, 2022, Pakistan will lock horns against a much weaker Hong Kong side. The winner goes through to the super 4 stages, whereas the team which ends on the losing side will have to bid adieu to their Asia Cup campaign. Amidst all of this, it is safe to say that Bangladesh captain Shakib Al Hasan too needs to be blamed for Bangladesh's elimination from the marquee-cricketing tournament. The Bangladesh captain has now committed the same mistake that was done by Rohit Sharma and Babar Azam earlier in the tournament.    Slow over rate rule by ICC: To minimize the practice of slow over rates, the ICC has a strict rule in place. Both team India and team Pakistan have been a victim of this in their recent clash on August 28, 2022. The rule clearly states that any given team will have to bowl their complete quota of 20 overs by the 85th minute and if they fail to meet this requirement, then the team will be allowed only to field 4 players outside of the 30-yard circle (the inner circle). In the match that Bangladesh played against Sri Lanka, the Shakib Al Hasan-led side was lagging by 2 overs. According to the law, Bangladesh was penalized and had to field 5 players in the inner circle, when combined with the bowler and the keeper, they become seven.  Sri Lanka wins with 4 balls remaining:The Dasun Shanalka-led Sri Lankan side required only 8 eight runs off the final six deliveries. Spinner Mahedi Hassan was assigned the task of bowling the final six deliveries with Maheesh Theekshana on strike. Taking advantage of the field setting, Sri Lanka comfortably won the match with 2 wickets and 4 legal deliveries remaining.",Asia Cup 2022: Shakib Al Hasan-led Bangladesh goofed with the over rate and hence were severely penalized which cost them the game
bangladesh,https://www.indiatvnews.com/sports/cricket/live-asia-cup-2022-afg-vs-ban-score-latest-updates-ball-by-ball-commentary-full-scorecard-highlights-afghanistan-vs-bangladesh-2022-08-30-804053,"Asia Cup, AFG vs BAN, Highlights: Afghanistan win by 7 wickets","August 30, 2022, 11:09 PM",2022-08-30,30-8-2022,"Asia Cup, AFG vs BAN, Highlights: Afghanistan win by 7 wicketsAfghanistan register an easy win by 7 wickets  Bangladesh set a target of 128 runs Bangladesh Playing XI:  Mohammad Naim, Anamul Haque, Shakib Al Hasan(c), Afif Hossain, Mushfiqur Rahim(w), Mosaddek Hossain, Mahmudullah, Mahedi Hasan, Mohammad Saifuddin, Taskin Ahmed, Mustafizur Rahman Afghanistan Playing XI: Hazratullah Zazai, Rahmanullah Gurbaz(w), Ibrahim Zadran, Najibullah Zadran, Karim Janat, Mohammad Nabi(c), Rashid Khan, Azmatullah Omarzai, Naveen-ul-Haq, Mujeeb Ur Rahman, Fazalhaq Farooqi","Asia Cup, AFG vs BAN, Highlights"
bangladesh,https://www.indiatvnews.com/news/world/bangladesh-asks-for-more-flood-data-from-india-on-ganga-brahmaputra-barak-2022-08-27-803387,"'Bangladesh asks for more flood data from India on Ganga, Brahmaputra, Barak'","August 27, 2022, 01:01 PM",2022-08-27,27-8-2022,"Bangladesh has asked for flood data from more upstream stations on the Ganga, Brahmaputra, Barak and other rivers for accurate and increased lead time flood forecast in the country but India has maintained that sufficient data for flood forecasting is being given to Dhaka, sources said. From this season onwards, India has extended the period of flood data transmission to Bangladesh up to October 31 to cater to any unforseen situation, the sources said.   The matter was recently discussed at a meeting of the Joint River Commission held with Bangladesh. The 38th meeting of the ministerial-level Joint Rivers Commission of India and Bangladesh was held in New Delhi on Thursday. The Indian delegation was led by Jal Shakti Minister Gajendra Singh Shekhawat. The Bangladeshi delegation was led by Zaheed Farooque, State Minister for Water Resources. Enamul Hoque Shameem, Deputy Minister for Water Resources, was also part of the Bangladeshi delegation. Bangladesh has asked for flood data from more upstream stations on the Ganga, Brahmaputra, Barak and other rivers for accurate and increased lead time flood forecast in the country but India has maintained that sufficient data for flood forecasting is being given to the neighbouring country, they said. The sources also said India has extended the period of flood data transmission up to October 31, which was earlier up to October 15. At the meeting, it was also decided that a standard operating procedure or protocol for flood data sharing shall be prepared by the technical committee and till such time, the existing mechanism will continue to operate. The meeting assumes significance as it was held after a gap of 12 years, though the technical interactions under the framework of the JRC have continued in the intervening period. The meeting was preceded by water resources secretary-level interactions on Tuesday. According to a statement issued by the Jal Shakti ministry, India and Bangladesh share 54 rivers, of which seven were identified earlier for developing a framework of water-sharing agreements on priority. During the meeting, it was agreed to widen this area of ongoing cooperation by including eight more rivers for data exchange. The matter will be further discussed at the technical-level committee of the JRC. India is providing a five-day advisory forecast based on the IMD rainfall forecast that is available in the public domain, which can be used by Bangladesh. The JRC and the ministerial-level meeting come ahead of Bangladesh Prime Minister Sheikh Hasina's three-day visit to India starting September 5, during which defence cooperation and regional stability are likely to be the focus of her talks with Prime Minister Narendra Modi, an official said. Also read:Tripura: BSF jawan critically injured in gunbattle with militants at India-Bangladesh border Also read:Rohingya mark 5th anniversary of exodus to Bangladesh","New Delhi: Bangladesh has asked for flood data from more upstream stations on the Ganga, Brahmaputra, Barak, and other rivers for accurate and increased lead time flood forecasts in the country."
bangladesh,https://www.indiatvnews.com/news/world/bangladesh-cuts-school-office-hours-to-save-electricity-fuel-crisis-latest-updates-2022-08-26-803150,"Bangladesh cuts school, office hours to save electricity","August 26, 2022, 12:26 PM",2022-08-26,26-8-2022,"Bangladesh news: Schools in Bangladesh will close an additional day each week and government offices and banks will shorten their workdays by an hour to reduce electricity usage amid concerns over rising fuel prices and the impact of the Ukraine war. The reduced hours take effect Wednesday. In Bangladesh, most schools are closed on Fridays, but now will also close on Saturdays, Cabinet Secretary Khandker Anwarul Islam said Monday.   He said government offices and banks will cut their workdays to seven hours from the previous eight hours, but that private office will be allowed to set their own schedules. Supply disruptions caused by the Ukraine war have led to soaring world prices for energy and food.Bangladesh has been taking measures in recent weeks to ease pressure on its declining foreign currency reserves. Last month, fuel prices were raised by more than 50%. The government says it is exploring options to get cheaper fuel from Russia under a special arrangement. The decision has drawn criticism, but the government said it is necessary to cut losses amid rising international fuel prices. Small street protests against the higher prices have taken place in recent weeks, and the government said domestic prices will be adjusted after international prices ease. The country has been suffering more frequent power cuts after the government suspended operations of all diesel-run power plants, reducing daily electricity production by 1,000 megawatts. But authorities have promised to continue supplying power to industrial zones to help support the country’s $416 billion economy, which has been growing rapidly over the last decade. The country’s opposition has accused the government of failing to control corruption and eliminate losses in the energy sector. In July, Bangladesh sought an unspecified loan from the International Monetary Fund, becoming the third country in South Asia to do so recently after Sri Lanka and Pakistan. Rahul Anand, division chief in the IMF’s Asia and Pacific Department, said in a recent consultation that Bangladesh was not in a crisis situation and its external position was “very different from several countries in the region.” “Bangladesh has a low risk of debt distress and is very different from Sri Lanka,” he was quoted as saying by the Dhaka-based Business Standard Daily. Bangladesh’s foreign currency reserves have dwindled to around $40 billion.","Bangladesh news: The decision has drawn criticism, but the government said it is necessary to cut losses amid rising international fuel prices. "
bangladesh,https://www.indiatvnews.com/sports/cricket/asia-cup-2022-sri-lanka-bangladesh-and-tales-of-flaring-temper-read-2022-08-24-802499,"Asia Cup 2022: Sri Lanka, Bangladesh and tales of flaring temper | READ","August 24, 2022, 10:18 AM",2022-08-24,24-8-2022,"Asia Cup 2022: Not very often, in the game of cricket do we get to see, the euphoric anticipation that surrounds a tournament and generates a certain kind of excitement. This has been the case for Asia Cup 2022. The marquee tournament begins on August 27, 2022, in the United Arab Emirates. The Sri Lanka Cricket Board (SLC) is the host of this year's Asia Cup, but due to the economic crisis in the island nation, the tournament has been shifted to the UAE. The first match of the tournament will be played between Sri Lanka and Afghanistan which will be followed by India locking horns with Pakistan on August 28, 2022. The entire focus of the tournament is on the India-Pakistan clash, but apart from it, two more teams have been arch-rivals for quite some time and fans wait in anticipation just to see them have a crack at each other.","Asia Cup 2022: Not just India and Pakistan, but Sri Lanka and Bangladesh have also built something of rivalry amongst themselves. With two defeats in two Asia Cups (2016 & 2018), Sri Lanka will now seek to redeem itself against the mighty Bangladesh."
