url,title,content,content_summary,title_translation,content_translation,summary translation,author,country,source_localtime,bangladesh_localtime
https://pragativadi.com/ind-vs-ban-odi-world-cup-virat-kohlis-48th-ton-helps-india-beat-bangladesh-by-7-wickets/,"IND vs BAN, ODI World Cup: Virat Kohli’s 48th Ton Helps India Beat Bangladesh By 7 Wickets","IND vs BAN, ODI World Cup: Team India continued its winning momentum in the ongoing World Cup clash by defeating Bangladesh by 7 wickets at the Maharashtra Cricket Association Stadium in Pune on Thursday.Virat Kohli put up a dominant display with the bath as he ended up remaining unbeaten on 103 runs, helping India seal its fourth consecutive victory in the mega cricket event.For his scintillating unbeaten century in the chase, Virat Kohli receives the Player of the Match award 🏆#TeamIndia continue their winning run in #CWC23 after a 7-wicket win over Bangladesh 👏👏Scorecard ▶️ https://t.co/GpxgVtP2fb#INDvBAN | #MenInBlue pic.twitter.com/7AypN7QNhK— BCCI (@BCCI) October 19, 2023Earlier, the Men in Blue dominated the Bangla Tigers after they added 93 runs for the opening stand. They were eventually restricted to their last four wickets for just over 200 runs. Bangladesh’s last batting duo of Mahmudullah and Mushfiqur Rahim was stopped on the back of a special fielding effort by Ravindra Jadeja, whose stunning catch at point gave Jasprit Bumrah his first wicket.In the end, the Indian bowlers ended up restricting Bangladesh to an ordinary total of 256 runs after 50 overs. For India, Jasprit Bumrah, Ravindra Jadeja, and Siraj picked up two wickets each while Shardul Thakur and Kuldeep Yadav ended up picking a wicket each.In reply, the Indian skipper Rohit Sharma once again got off a flier of a start while chasing down a total of 257 runs given by Bangladesh. Rohit was looking dangerous but then he departed in the 13th over on the score of 48 off 40.  Virat Kohli then came and took the onus alongside Shubman Gill who got a half-century before getting out. The former India skipper remained unbeaten after scoring a brilliant 48th hundred in the 50-over format.On the back of this knock, Kohli also became the fastest batter to get to 26,000 international runs. Apart from Kohli, KL Rahul also played well and remained unbeaten on the score of 34 runs. The Karnataka-based batter made sure that Kohli took most of the strike and got to a century.For Bangladesh, Hasan Mahmud and Mehidy Hasan Miraz picked up one wicket and two wickets respectively.",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-20 04:23:00,2023-10-20 04:53:00
https://pragativadi.com/ind-vs-ban-odi-world-cup-bangladesh-post-256-8-in-50-overs/,"IND vs BAN, ODI World Cup: Bangladesh post 256/8 in 50 overs","IND vs BAN, ODI World Cup: Bangladesh scored 256/8 in their 50 overs thanks to Litton Das’ 66 in today’s match against India in the ICC World Cup 2023.Ravindra Jadeja got 2/38 in his 10 overs. Earlier Najmul Hossain Shanto won the toss and decided to bat first against India at the Maharashtra Cricket Association Stadium in Pune.Shakib Al Hasan and Taskin Ahmed are not playing today for Bangladesh while India opted to make no changes in their playing 11 from the last match in Ahmedabad.Bangladesh won the toss and chose to bat first. Tanzid Hasan and Litton Das were off to a slow start but then picked it up to the point that they broke the record for highest opening stand for Bangladesh in World Cups. Tanzid scored a half century and fell to Kuldeep on 51 off 43 in the 15th over, with the stand thus ending on 93.India then fought back with three relatively quick wickets while Litton Das moved past 50. Mushfiqur Rahim anchored the lower middle order before he fell to Bumrah thanks to a screamer of a catch from Jadeja.India have a 3-1 record against Bangladesh in World Cups. In the last four ODIs played between the two teams, Bangladesh have beaten India thrice.India Playing 11: Rohit Sharma (c), Shubman Gill, Virat Kohli, Shreyas Iyer, KL Rahul (wk), Hardik Pandya, Ravindra Jadeja, Shardul Thakur, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj.Bangladesh Playing 11: Litton Das, Tanzid Tamim, Mehidy Hasan Miraz, Najmul Hossain Shanto (c), Mushifiqur Rahim (wk), Towhid Hridoy, Mahmudullah, Nasum Ahmed, Hasan Mahmud, Mustafizur Rahman, Shoriful Islam.",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-19 23:45:00,2023-10-20 00:15:00
https://pragativadi.com/hardik-pandya-sent-for-scans-after-injury-during-wc-match-against-bangladesh/,Hardik Pandya Sent For Scans After Injury During WC Match Against Bangladesh,"India’s all-rounder Hardik Pandya was sent for scans after hurting his left ankle while bowling in the ODIA World Cup match against Bangladesh in Pune on Thursday.The injury occurred during the 9th over of the match, and Hardik’s first over, when he tried to stop the ball with his leg on the follow-through. He was left hobbling off the field with the support staff mid-over which was eventually completed by Virat Kohli.The BCCI put out an update which read: “Hardik Pandya’s injury is being assessed at the moment and he is being taken for scans”.🚨 Update 🚨Hardik Pandya's injury is being assessed at the moment and he is being taken for scans. Follow the match ▶️ https://t.co/GpxgVtP2fb#CWC23 | #TeamIndia | #INDvBAN | #MeninBlue pic.twitter.com/wuKl75S1Lu— BCCI (@BCCI) October 19, 2023The nature of the injury and his further participation is yet to be confirmed.",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-19 23:18:00,2023-10-19 23:48:00
https://pragativadi.com/india-vs-bangladesh-world-cup-2023-ban-win-toss-and-choose-to-bat-no-shakib-al-hasan/,"India vs Bangladesh World Cup 2023: BAN win toss and choose to bat, no Shakib Al Hasan","Pune: Bangladesh won the toss and chose to bat first. With Afghanistan and the Netherlands doing the unthinkable, two major upsets have already rocked this World Cup, and if there is one more team well-suited to pull off another unexpected result, it’s Bangladesh against India today at the MCA Stadium in Pune. Bangladesh have defeated India a few times – not much – but enough for it not to be called an upset anymore. In fact, Bangladesh have beaten India three times in the last four ODIs played between the two sides, and yet, every time it happens, it’s an outcome no one sees coming.As stated earlier, this game marks quite an incredible first in the rivalry between these two sides. Bangladesh became a full member of the ICC in 2000 and since then, they have played quite a few memorable matches in limited overs cricket against India.Bangladesh XIIndia vs Bangladesh Live Score, IND vs BAN World Cup 2023: Litton Das, Tanzid Hasan, Najmul Hossain Shanto(c), Mehidy Hasan Miraz, Towhid Hridoy, Mushfiqur Rahim(w), Mahmudullah, Nasum Ahmed, Hasan Mahmud, Mustafizur Rahman, Shoriful IslamIndia XIIndia vs Bangladesh Live Score, IND vs BAN World Cup 2023: Rohit Sharma(c), Shubman Gill, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Shardul Thakur, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-19 19:56:00,2023-10-19 20:26:00
https://pragativadi.com/the-way-india-are-playing-in-this-world-cup-is-scary-bangladesh-coach/,‘The way India are playing in this World Cup is scary’: Bangladesh coach,"Pune: It has been a week of upsets at the ICC World Cup 2023. First, it was Afghanistan toppling defending champions England to register their first win against a full member in the history of ODI World Cups and then it was Netherlands doing the same against the mighty South Africans. Coming to think of it, if Bangladesh beat India on Thursday in Pune, it should not qualify as an ‘upset’. In the last four encounters between the two sides, Bangladesh have won three. They were the only team to beat in the Asia Cup last month. But Bangladesh head coach Chandika Hathurusingha still believes India start as favourites.He is well aware that India rested as many as five of their first XI players when Bangladesh beat them in that inconsequential Asia Cup match and their other two wins came in Mirpur, which is nothing short of a fortress for Bangladesh. He knows it is going to be a different ball game in a World Cup match.“The first one is that we have had success in the recent past against India, but then when you come to the World Cup it’s a very different game altogether. As I said, we are hoping that we will have a complete game against them, that we need to perform to our potential and India is probably the in-form team this World Cup and if they have not so good game and if we play to our potential, I think it’s going to be a good game for us and we are capable of doing that. We have proved it so that confidence and that memory is going to serve us well to start [well] at the start. So, we need to start well,” he said on the eve of the match.When asked to talk about the strengths of the Indian side, Hathurusingha said the brand of cricket that India are playing in this World Cup is “scary”.“I think every area they have covered. They got strike bowlers upfront. Bumrah is almost come to his best as good as we have seen in the past. And they have good spinners, experienced spinners going in the middle overs. And their batting, especially the top order is firing and it’s scary the way they are playing at this stage without much fear and it looks like they are enjoying their cricket at the moment and their home World Cup and there is a lot of support. So, I think overall it’s a really good team,” he said.India have beaten Australia, Afghanistan and Pakistan by displaying ruthless performances. In all these matches, they fielded first and restricted the opposition to a below-par total before the batters led by a breathtaking Rohit Sharma went out there to make light work of the target.On the mend after sustaining a left quadriceps niggle, Bangladesh captain Shakib al Hasan has had a good net session in the nets but Hathurusingha insisted that the star all-rounder will only play the World Cup game against India if he feels fully fit.“He (Shakib) had a good batting session yesterday. He did a bit of running between the wickets as well. We are waiting for the result of the scan we did today. We haven’t tried his bowling yet. We will assess him tomorrow morning, and make a decision,” Hathurusingha said.“If he is not ready to play, we won’t risk it. If he is ready, there’s a chance of him playing tomorrow (Thursday),” the coach added.",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-19 18:34:00,2023-10-19 19:04:00
https://pragativadi.com/odi-world-cup-2023-bangladesh-beat-afghanistan-by-six-wickets/,ODI World Cup 2023: Bangladesh beat Afghanistan by six wickets,"Bangladesh thrashed Afghanistan by six wickets in Dharamsala on Saturday to kick-off the 2023 ICC men’s World Cup on a strong note.Bangladesh showed all-round dominance to take their opening CWC 23 clash against Afghanistan.Asked to bat first, Afghanistan were folded for 156 in 37.2 overs, following which Bangladesh completed the run chase quite comfortably.Mehidy Hasan Miraz played a crucial role in Bangladesh’s win. The all-rounder scalped three wickets and scored 57(73) to help Bangladesh maintain their grip throughout the contest.Earlier, Bangladesh bowlers showed top form against Afghanistan and bowled out their Asian rivals for 156. Shakib Al Hasan (3/30), Mehidy Hasan Miraz (3/25), and Shoriful Islam (2/34) starred with the ball.Bangladesh and Afghanistan are having their first taste of action at the ICC Men’s Cricket World Cup 2023 as both chase a victory at the scenic HPCA Stadium in Dharamsala that would put them on the path toward a first-ever semi-final berth.Playing XIsBangladesh Playing XIs: Litton Das, Tanzid Hasan, Najmul Hossain Shanto, Mehidy Hasan Miraz, Shakib Al Hasan (c), Mushfiqur Rahim (wk), Towhid Hridoy, Mahmudullah, Taskin Ahmed, Shoriful Islam, Mustafizur RahmanAfghanistan Playing XIs: Rahmanullah Gurbaz (wk), Ibrahim Zadran, Rahmat Shah, Hashmatullah Shahidi (c), Mohammad Nabi, Najibullah Zadran, Azmatullah Omarzai, Rashid Khan, Mujeeb Ur Rahman, Naveen-ul-Haq, Fazalhaq Farooqi",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-08 00:09:00,2023-10-08 00:39:00
https://pragativadi.com/asian-games-indian-mens-hockey-team-beats-bangladesh-to-top-pool-a-confirms-semi-final-berth/,Asian Games: Indian Men’s Hockey Team Beats Bangladesh to Top Pool A; Confirms Semi-final Berth,"The Indian Men’s Hockey Team on Monday qualified for the Semi-Final round of the 19th Asian Games Hangzhou 2022, with a 12-0 win over Bangladesh. With five wins in all their five Pool stage matches, India ended the Pool stage as table toppers.Harmanpreet Singh (2′, 4′, 32′), and Mandeep Singh (18′, 24′, 46) scored hat-tricks each, while Abhishek (41′, 57) scored a brace for India. Lalit Kumar Upadhyay (23′), Amit Rohidas (28′), Nilakanta Sharma (47′), and Gurjant Singh (56′) also scored a goal each to help India get the win.Jarmanpreet Singh led the first attack of the match from the right flanks to start the proceedings. The in-form Indian Captain Harmanpreet Singh (2′) was right on target on the first penalty corner as India took an early 1-0 lead. Moments later, Harmanpreet (4′) converted another set-piece to make it 2-0. Despite the early lead, the relentless Indian team continued to press deep, not allowing Bangladesh to make any inroads into their circle, and India maintained their 2-0 lead to close out the first quarter.The start of the second quarter saw Bangladesh stringing along a few passes inside India’s half, but the attack was broken down by Sanjay. Minutes later, Mandeep Singh (18′) combined with Abhishek inside the circle to make it 3-0 for India. Abhishek provided his second assist of the match as a pass from him was deflected beautifully into the nets by Lalit Kumar Upadhyay (23′). A minute later, Mandeep Singh (24′) picked up a rebound from a penalty corner and struck it into the nets to make it 5-0 for India. Amit Rohidas (28′) showcased his dragflick abilities, scoring from a late penalty corner and India went into halftime with a 6-0 lead.The second half started with India maintaining possession and looking to increase their lead. As Abhishek managed to earn an early penalty corner for India in the third quarter, Harmanpreet Singh (32′) found the nets again to complete his hat-trick. Amit Rohidas and Nilakanta Sharma defended well as Bangladesh made dangerous runs of their own. Late into the quarter, Abhishek (41′) picked up a long pass and hammered a powerful reverse hit into the nets, and India went into the final quarter with 8-0 lead.At the start of the final quarter, Mandeep Singh (46′) struck the ball into the nets after receiving an aerial pass from Abhishek. Moments later, Nilakanta Sharma (47′) hit a powerful shot past Bangladesh’s goalkeeper as India took their goal tally to double digits. Exploiting a small gap available on the left flank, Sumit made a late circle penetration and passed the ball to Gurjant Singh (56′) in front of the nets who struck it past the goalkeeper to make it 11-0 for India. A minute later, Abhishek (57′) picked a pass from Gurjant Singh and struck it into the nets as India won the match 12-0.Indian Men’s Hockey Team will compete in the Semi-Final on Wednesday, October 4th, 2023.The matches will be broadcast live on Sony Sports Network and live stream on Sony Liv.",None,None,None,None,Pragativadi News Service,bangladesh,2023-10-02 23:11:00,2023-10-02 23:41:00
https://pragativadi.com/asian-games-india-enter-womens-gold-medal-match-with-a-crushing-win-over-bangladesh/,Asian Games: India Enter Women’s Gold Medal Match With a Crushing Win Over Bangladesh,"China: India women cricket team has entered the final of the Asian Games after a comprehensive win over rivals Bangladesh in what was a one-sided semifinal played at the Pingfeng Campus Cricket Field in Hangzhou (China) on Sunday morning.After bundling out Bangladesh for 51 in 17.5 overs, India chased down the small total in 8.2 over for an eight-wicket win to secure a medal and will clash for gold on Monday now.Meanwhile, right-arm pacer Pooja Vastrakar led the bowling attack and helped restrict Bangladesh to just 51 runs. She set the tone for the innings by taking the early wickets of Shathi Rani and Shamima Sultana, who couldn’t trouble the scorers.Vastrakar took her first wicket with a swinging delivery to Shathi Rani (0), who was forced to edge the ball behind the stumps to keeper Richa Ghosh. The right-arm pacer finished with a career-best figures of 4 wickets for just 17 runs.Vastrakar and her new-ball partner Titas Sadhu choked the life out of the Bangladesh batting line-up, bowling a total of 18 dot balls. Spinners Deepti Sharma (0/4 from 2 overs), Rajeshwari Gayakwad (1/8 from 3.5 overs) and leg-spinner Devika Vaidya (1/0 from 1 over) also kept the pressure on the Bangladesh batting.Bangladesh posted their lowest total against India in the T-20 format after being bowled out in 17.2 overs, with only Nigar Sultana (12) reaching double figures.Skipper Smriti Mandhana (7) and Shafali Verma (17) lost their wickets quickly during the run chase, but Jemimah’s heroics helped make the chase look like a cakewalk for the Indian team.India will now play the final of the 2023 Asian Games on Monday, with their opponents yet to be finalised.",None,None,None,None,Pragativadi News Service,bangladesh,2023-09-24 21:27:00,2023-09-24 21:57:00
https://pragativadi.com/asian-games-indian-womens-cricket-team-beats-bangladesh-by-8-wickets-to-storm-into-final/,Asian Games: Indian women’s cricket team beats Bangladesh by 8 wickets to storm into final,"The Indian women’s cricket team defeated Bangladesh by eight wickets in the semi-final of the Asian Games 2023 women’s cricket tournament in Hangzhou, the People’s Republic of China on Sunday.At the Zhejiang University of Technology Pingfeng Cricket Field, Bangladesh opted to bat first but were bowled out for a paltry 51 in 17.5 overs.Smriti Mandhana’s side chased the total down in 8.2 overs to reach the final, which is scheduled on Monday.The win assured India their maiden medal in the Asian Games cricket tournament.Cricket was played in the 2010 and 2014 editions of the continental event but the India did not send a team for the event, Bangladesh’s decision to bat first after winning the toss backfired. They had two setbacks in the very first over after Pooja Vastrakar dismissed both openers.The Indian women’s cricket team picked up two more wickets before the powerplay ended to reduce Bangladesh to 21/4 in six overs.The Bangladesh women’s cricket team got into further trouble with two run-outs in the eighth over, which also saw skipper Nigar Sultana walk back to the dressing room. Vastrakar returned to bowl in the 13th over and picked up a wicket off the final ball of her spell, registering figures of 4/17 in four overs.Bangladesh could only manage 51 runs in 17.5 overs, their lowest total against India in women’s T20 Internationals.India did not sail smoothly in the run chase, with Smriti Mandhana departing in the fourth over for seven runs. The Bangladeshi spinners made good use of the conditions to create more chances but couldn’t capitalise.Shafali Verma (17 off 21 balls) kept the scorecard ticking alongside Jemimah Rodrigues (20* off 15 balls). Fahima Khatun got the better of Shafali Verma as the Indian attempted to finish the game soon, but Jemimah Rodrigues took India over the line in the company of Kanika Ahuja.The Indian women’s cricket team will face the winner of the second semi-final between Pakistan and Sri Lanka in the final on Monday.",None,None,None,None,Pragativadi News Service,bangladesh,2023-09-24 18:24:00,2023-09-24 18:54:00
https://pragativadi.com/asian-games-2023-late-sunil-chhetri-penalty-helps-india-beat-bangladesh-1-0/,Asian Games 2023: Late Sunil Chhetri Penalty Helps India Beat Bangladesh 1-0,"NEW DELHI: Riding on a late Sunil Chhetri penalty, the Blue Tigers beat Bangladesh 1-0 in their Group A encounter at the 19th Asian Games in Hangzhou on Thursday, September 21, 2023.With the win, India put their campaign and their fate for qualification firmly back into their own hands, with a final game against Myanmar to be played on September 24.After the chastening loss to hosts China, Igor Stimac’s boys were back against their familiar South Asian foes, a team who have actually been a tough one to break down for the Blue Tigers. Over 6,000 kilometres away, the Blue Colts took barely a minute to break the deadlock against Bangladesh’s U19, but in Hangzhou, things were different. Right from the start, it was clear that grit, not guile, would help eke out a result.After a brief settling-down period, India were the ones to create a first attempt at goal; in the ninth minute, Rohit Danu and Rahul KP combining to put the ball at the feet of Sunil Chhetri, inside the box. The skipper’s shot, though, was deflected wide. Chhetri had another chance a few minutes later, with Ayush Dev Chhetri’s cross falling to him inside the six-yard box. Chhetri played the ball across goal rather than towards it, and Bangladesh cleared with ease.The game fell into a pattern soon after, more midfield tussle than end-to-end action. Bangladesh’s pacey wingers were the focal points of their attack, constantly probing and drifting crosses into the Indian box. Rabiul Hasan and Jayed Ahmed put through a flurry of crosses into the Indian box midway through the first half, each of which was cleared with ease by a stoic Indian defence. On the one occasion that Bangladesh did breach the defence, Foysal Ahmed Fahim, cutting in to shoot, Dheeraj Singh saved comfortably.The Blue Tigers’ lynchpin for the first half was Bryce Miranda, the winger tirelessly running at defenders and constantly making the Bangladeshi players second-guess their options. In the 40th minute, his corner landed perfectly for Chinglensana Singh. The defender’s subsequent header towards goal was blocked. Despite having edged possession, India had not registered a single shot on target when injury time struck in the first half.Just like in the last game though, it was in that period that suddenly the action picked up. Unsurprisingly, Miranda was at the centre of it, if only fleetingly. It was his low-centred ball that caused panic in the Bangladesh defence, a miscued clearance and a weak punch by Mitul Marma, falling straight to Chhetri 10 yards from goal. The skipper shot and shot hard, but Marma was up for the challenge, diving low to make the save. The rebound, after a melee, fell to Abdul Rabeeh, who shot at goal again.Again, Marma saved. This time the rebound fell straight to Rabeeh, who had the presence of mind to lob the ball across the box to Rahul KP inside the six-yard box. Rahul rose high and headed towards goal, and again Marma was there, deflecting the ball onto the post. Bangladesh cleared frantically and the best chances of the first half were gone.India picked up right where they left off at the end of the first half, with Miranda’s energy and enterprise in particular driving most of it. Three minutes into the second half, he curled a cross perfectly into the six-yard box, only for Rahul KP to miscue his header. From the rebound, Rabeeh shot high and wide.India were in control of the tempo of the game, but Bangladesh were not to be written off. They capitalised on the smallest of errors and ensured Dheeraj remained on high alert. The youngster saved brilliantly after a defensive mix-up saw Fahim bear down on the Indian goal in the 50th minute.In the 60th minute, India almost had the opener, in glorious style, no less. From a freekick wide on the left, 35 yards from goal Samuel James shot for goal, when a cross was perhaps more expected. It caught everyone by surprise, Marma included. To Bangladesh’s relief, though, it bounced off the post.Bangladesh rode that luck to create a brilliant chance on a counter, Mojibor Rahman Jony, dancing his way into the box after a crossfield ball had found him in yards of space. He dribbled past Lalchungnunga, and broke to his left, but by the time he pulled the trigger, Dheeraj had smartly closed the angle and distance to make what was a superb save.Both goalkeepers had, at different stages, kept their team in the game, setting up a brilliant finale. As it was, it came down to the thinnest of margins. Miranda, a constant thorn for Bangladesh’s defence, was brought down illegally inside the box by Rahmat Mia. The referee pointed to the spot, despite their protestations. Chhetri took the ball and slotted it home, low and hard into the bottom left. From thereon, India did not lose their heads nor the lead. The three points put them back on track for qualification from the group.India XI: Dheeraj Singh (GK), Lalchungnunga, Chinglensana Singh (75′ Narender Gahlot), Sandesh Jhingan, Ayush Dev Chhetri (75′ Vincy Barretto), Amarjit Singh (54′ Samuel James), Rahul KP, Sunil Chhetri (C), Bryce Miranda (86′ Rahim Ali), Abdul Rabeeh, Rohit Danu (54′ Gurkirat Singh).",None,None,None,None,Pragativadi News Service,bangladesh,2023-09-21 23:59:00,2023-09-22 00:29:00
